1000000.00,1000000.00,1.06,1.14,1.04,1.21,1.08,1.06,1.14,1.02,1.01,1.02
0.90,1.07,1.05,1.06,1.08,1.03,1.04,1.03,1.01,1.01,1.02,1.03
1.01,1.04,1.02,1.03,1.02,1.02,1.04,1.03,1.03,1.03,1.04,1.04
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.04,1.01,1.05,1.00,0.91,0.96,0.95,0.95,0.98,1.00,1000000.00,1000000.00
1.00,1.03,1.21,1.23,1.14,1.02,1.03,1.04,1.05,1.07,1.05,1.03
1.03,1.05,1.13,1.09,1.00,0.88,0.93,0.98,1.04,1.00,1.05,1.04
0.98,0.99,1.08,1.08,1.03,1.00,1.09,1.08,1.01,1.03,1.00,1000000.00
1000000.00,1.06,1.13,1.14,1.07,0.86,1.02,1.05,1.07,1.03,1.03,1.03
1000000.00,1.00,1.02,0.96,0.93,0.94,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.04,1.04,1.03,1.04,1.04,1.02,1.02,1.02,1.04,1.02,1.02,1.02
1.04,1.03,1.03,1.04,1.02,0.96,1.02,1.03,1.01,1.00,1.00,1.01
1000000.00,1.11,1.34,1.25,1.11,1.09,1.05,1.00,1.02,1.06,1.02,1.01
0.98,1.04,1.03,1.01,0.98,0.96,1.02,1.01,1.02,1.00,1.01,1.01
1.04,1.05,1.06,1.08,1.06,1.03,1.04,1.02,1.04,1.05,1.04,1.03
1.06,1.05,1.07,1.07,1.06,1.05,1.06,1.06,1.07,1.06,1.06,1.07
0.97,1.05,1.06,1.02,1.00,0.96,1.00,1.01,1.00,1.00,1.00,1.01
1000000.00,1.06,1.10,1.09,1.10,1.00,1.08,1.06,1.02,1.01,1.02,0.96
1.03,1.04,1.02,1.03,1.01,0.98,1.03,1.02,1.00,1.00,1.01,1.01
1.11,1.13,1.05,1.01,1.03,1.01,1.03,1.02,1.04,1.01,1.04,1.02
1.09,1.06,1.04,1.06,1.05,1.02,1.02,1.03,1.05,1.07,1.07,1.05
1.00,1.09,1.06,1.03,1.02,0.95,0.98,0.97,0.95,0.97,1000000.00,1000000.00
1.11,1.07,1.07,1.18,1.05,1.07,1.12,1.08,1.05,1.02,1.05,1.03
1.05,1.03,1.05,1.05,1.06,1.03,1.04,1.05,1.05,1.07,1.05,1.04
1000000.00,1.06,1.05,1.06,1.05,0.97,1.01,1.01,0.99,1.02,1.01,1.03
1.07,1.02,1.08,1.08,1.06,0.92,1.09,1.06,1.04,1.10,1.03,1.00
0.97,1.04,1.04,1.06,1.05,1.00,1.08,1.04,1.02,1.03,1.00,0.96
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.01,1.03,1.04,1.00,0.98,0.98,1.03,1.03,1.01,0.98,0.98,1.00
0.91,1.05,1.07,1.08,1.06,0.96,1.00,1.02,1.00,1.01,1.02,1.03
0.99,1.02,1.06,1.06,1.07,1.03,1.08,1.07,1.06,1.04,1.04,1.04
1.03,0.99,1.05,1.05,1.05,1.03,1.04,1.04,1.04,1.05,1.05,0.97
1.01,1.14,1.08,1.15,1.07,0.99,1.01,1.04,1.01,1.01,1.03,1.03
1000000.00,1.09,1.11,1.10,1.07,1.00,1.06,1.07,1.07,1.07,1.07,1.07
0.94,1.04,1.03,1.03,1.03,1.02,1.03,1.04,1.05,1.06,1.06,1.06
1.00,1.05,1.03,1.02,1.01,0.97,1.03,1.03,1.02,1.02,1.02,1.01
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
0.98,0.98,1.04,1.05,1.02,1.02,1.03,1.03,1.03,0.63,0.99,1.05
0.96,0.99,1.01,1.03,1.03,1.04,1.14,1.00,1.09,1.06,1.07,1.02
1000000.00,1.06,1.05,1.06,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.04,1.04,1.04,1.05,1.03,0.99,1.06,1.06,1.05,1.04,1.02,1.02
1.04,1.08,1.13,1.14,1.10,1.09,1.11,1.09,1.08,1.08,1.07,1.07
1.06,1.04,1.07,1.07,1.04,1.02,1.04,1.07,1.04,1.05,1.04,1.03
1.05,1.11,1.03,1.01,1.00,1.02,1.02,1.03,1.03,1.03,1.02,1000000.00
0.93,0.93,1.05,1.06,1.06,1.03,1.07,1.07,1.07,1.09,1.09,1.07
1.01,1.08,1.06,0.98,1.06,1.07,1.09,1.03,1.04,1.03,1.07,1.03
1.04,1.02,1.09,1.08,1.03,0.99,1.05,1.05,1.05,1.03,1.04,1.03
0.99,0.98,1.02,1.02,1.03,1.03,1.02,0.96,1.11,1.09,1.09,1.08
1000000.00,1.04,1.05,1.05,1.02,0.93,0.98,1.00,0.98,0.99,1.00,1.02
0.97,1.06,1.12,1.07,1.04,1.01,1.02,1.03,1.03,1.03,1000000.00,1000000.00
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.07,1.06,1.05,1.05,1.04,0.98,1.01,1.00,0.98,0.94,0.98,1.02
1000000.00,1.04,1.07,1.06,1.03,0.95,1.02,1.02,0.99,0.99,1.02,1.04
1.02,1.04,1.04,1.01,0.99,0.95,1.02,1.01,1.00,1.00,1.01,1.01
1000000.00,1.00,1.05,1.05,1.06,1.05,1.03,1.04,1.05,1.05,1.06,1000000.00
1.05,1.00,1.03,1.06,1.07,0.99,1.01,1.00,0.99,1.01,1.04,1.03
0.95,1.06,1.11,1.08,1.03,1.01,1.08,1.03,1.03,1.05,1.07,1.07
1.04,1.01,1.04,1.02,1.06,1.01,1.04,1.08,1.06,1.05,1.04,1.00
1.06,1.05,1.07,1.07,1.07,1.05,1.05,1.02,1.02,1.02,1.02,1.04
1.05,1.02,1.04,1.04,1.01,0.97,1.01,1.02,1.02,1.02,1.01,1.02
0.98,1.18,1.08,1.12,1.10,0.95,0.96,1.02,1.06,0.93,1.00,0.88
1000000.00,0.97,0.99,1.01,0.90,1.04,1.02,1.09,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,1.11,1.10,1.08,0.95,0.85,1.02,1.08,1.05,1.02,1.03,1.01
1.03,1.06,1.11,1.11,1.11,1.09,1.13,1.11,1.09,1.11,1.10,1.10
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.06,0.98,1.02,0.99,1.01,0.99,1.03,0.97,1.02,1.05,1.07,1.03
1.01,1.06,1.04,1.05,1.01,0.92,1.03,1.03,0.99,0.99,0.99,1.01
1.03,1.04,1.02,1.02,1.00,0.97,1.02,1.02,1.00,1.01,1.00,1.01
1.02,1.04,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.05,0.98,0.96,1.06,0.97,1.00,1.07,1.07,1.05,1.06,1.04,1.04
1.04,1.06,1.01,1.04,1.06,1.06,1.07,0.96,1.06,1.05,1.01,1000000.00
0.85,1.02,1.09,1.12,1.02,0.96,1.06,1.07,1.06,1.03,1.05,1.03
1.05,1.03,1.04,1.03,1.01,0.94,1.04,1.04,1.00,1.00,1.02,1.02
1.03,1.04,1.06,1.04,1.09,1.05,1.08,1.14,1.09,1.07,1.04,1.04
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.00,1.04,1.06,1.03,1.00,0.96,0.95,0.91,0.93,0.97,1.01,1.00
0.88,1.07,1.04,1.06,1.00,0.95,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.05,1.02,0.96,1.06,1.01,0.93,0.99,1.01,0.99,1.02,1.06,1.03
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.03,1.04,1.05,1.06,1.03,1.01,1.03,1.04,1.03,1.04,1.04,1.04
1.04,1.03,1.02,1.02,1.05,1.00,1.02,1.04,1.04,1.02,1.00,1.00
1.06,1.05,1.02,1.03,1.03,1.03,1.04,1.09,0.98,1.01,1.03,1.05
0.97,0.99,1.05,1.07,1.02,1.03,1.04,1.05,1.05,1.05,1.04,1.03
1000000.00,1.01,1.02,1.03,1.01,1.03,0.95,1.06,1.03,1.04,1.03,1.02
1.00,1.06,1.07,1.06,1.04,0.98,1.04,1.04,1.04,1.03,1.03,1.04
1.04,1.08,1.07,1.06,1.02,0.98,1.07,1.05,1.02,1.03,1.03,1.02
1000000.00,1.04,1.04,1.00,1.01,0.93,1.01,1.02,0.98,1.02,1.04,1.03
1.01,1.05,1.04,1.09,1.01,0.95,0.96,1.02,1.01,1.04,1.02,1.04
1.06,1.04,1.09,1.09,1.04,1.08,1.10,1.07,1.06,1.07,1.07,1.08
1.09,1.05,1.06,1.06,1.06,1.05,1.06,1.06,1.06,1.06,1.05,1.05
1.14,1.06,1.06,1.09,1.01,1.02,1.07,1.04,0.93,0.98,1.04,1000000.00
1.58,1.01,1.10,1.01,1.08,1.03,1.06,1.08,1.14,1.07,0.98,1.02
1.08,1.10,1.06,1.06,0.98,0.94,1.00,1.03,1.00,1.01,1.05,1.08
1.04,1.05,1.08,1.07,1.10,1.02,1.09,1.05,1.06,1.04,1000000.00,1000000.00
1.07,1.09,1.06,1.06,1.03,1.01,1.06,1.05,1.03,1.03,1.03,1.02
1.02,1.04,1.02,1.01,0.99,0.95,1.02,1.01,0.97,0.98,1.00,1.01
1.04,1.01,1.03,1.01,0.99,0.96,0.99,1.02,0.99,1.01,1.01,1.01
1.06,1.02,1.02,1.02,0.99,0.94,1.05,1.00,1.02,1.01,1.00,1.00
1.01,1.04,1.08,1.08,1.07,1.05,1.02,1.03,1.03,1.03,1.03,1.02
1000000.00,1.10,1.11,1.09,1.03,1.01,1.07,1.07,1.05,1.06,1.04,1.01
1.04,1.01,1.06,1.07,1.00,1.03,1.08,1.06,1.05,1.06,1.05,1.06
1.02,1.10,0.95,1.08,1.03,0.99,0.99,1.03,1.03,1.03,1.04,1.03
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.09,1.09,1.05,1.05,1.03,1.01,1.06,1.04,1.02,1.03,1.03,1.03
1000000.00,1000000.00,1.05,1.07,1.03,1.03,1.03,1.05,1.03,1.03,1.01,1.04
1000000.00,1.05,1.08,1.06,1.02,0.93,0.98,1.10,1.07,1.01,0.98,1.00
1.06,1.05,1.03,1.09,1.08,1.03,1.00,1.06,1.00,1.11,1.04,1.03
1.07,1.06,1.09,1.08,1.08,1.08,1.09,1.08,1.08,1.08,1.08,1.07
1000000.00,1.05,1.12,1.10,0.96,0.86,0.96,1.06,1.04,1.03,1.02,1.02
1.27,1.01,1.02,1.09,1.09,1.10,1.08,1.02,1.02,1.01,1.02,1.02
1.06,1.05,1.04,1.05,1.06,1.03,1.08,1.04,1.05,1.04,1.04,1000000.00
0.49,1.29,1.08,1.10,1.07,1.05,1.06,1.08,1.08,1.09,1.01,1.00
1000000.00,1.04,1.07,1.06,1.03,0.99,1.05,0.38,2.04,0.86,0.76,0.90
1.02,1.03,1.09,1.03,1.02,0.99,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,1.04,1.07,1.11,1.03,0.85,1.02,1.06,1.04,1.04,1.03,1.02
1.05,1.08,1.05,1.08,0.99,0.95,1.06,1.03,0.99,1.04,1.04,1.05
1.08,1.06,1.13,1.14,1.03,1.01,1.25,1.22,1.09,1.11,0.99,0.80
1000000.00,1.05,1.05,1.06,1.05,1.00,1.03,1.02,1.00,1.03,1.04,1.04
1.03,1.05,1.05,1.06,1.07,0.96,1.00,1.01,1.03,1.02,1.03,1.03
1.06,1.02,1.05,1.10,1.08,1.08,1.07,1.05,1.02,1.05,1.06,1.03
1.09,1.09,1.06,1.06,1.05,0.98,1.07,1.05,1.05,1.05,1.06,1.05
1000000.00,1000000.00,1.21,1.11,1.12,0.94,1.06,1.09,1.02,1.05,1.06,1.02
0.97,1.00,1.13,1.08,1.10,1.12,1.11,1.08,1.11,1.07,1.08,1.08
1.06,1.07,1.02,1.04,1.04,0.97,1.04,1.01,1.01,1.03,1000000.00,1000000.00
1.03,1.06,1.02,1.04,0.98,0.98,1.04,1.00,1.03,1.02,0.99,1000000.00
0.98,1.00,1.19,1.03,1.01,0.99,1.05,1.05,1.06,1.06,1.04,1000000.00
1.07,1.09,1.04,1.06,1.06,1.03,1.04,1.04,1.03,1.03,1.04,1.04
1.05,1.05,1.05,1.03,1.01,0.95,1.05,1.04,1.04,1.01,1.02,1.03
1.04,1.05,1.00,0.98,0.97,1.01,1.03,1.02,1.01,0.96,0.97,1000000.00
0.98,1.02,1.05,1.03,1.08,0.94,1.07,1.06,0.99,1.09,1.05,1.00
1.03,1.04,1.05,1.15,1.10,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
0.97,1.01,1.09,1.10,1.09,0.99,1.06,1.17,1.12,1.12,1.08,1.02
1000000.00,1.03,1.09,1.11,1.07,0.94,1.02,1.03,0.97,1.04,1.02,1.03
1.03,1.02,1.08,1.04,1.06,1.04,1.04,1.05,1.03,1.05,1.02,1.04
1.01,1.02,1.10,1.07,1.07,1.06,1.07,1.07,1.07,1.07,1.07,1.06
1.03,1.14,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1.09,1.08,1.07
1.02,1.03,1.07,1.07,1.03,1.00,1.06,1.05,1.05,1.06,1.06,1.06
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.05,1.06,1.03,1.03,1.06,1.05,1.05,1.03,1.05,1.04,1.05,1.03
1.04,1.04,1.04,1.04,1.02,0.96,1.01,1.02,0.99,1.00,1.01,1.02
1.04,1.02,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.00,1.03,1.03,1.03,0.99,0.99,1.01,1.03,1.03,1.02,1.03,1.03
1.00,1.04,1.04,1.05,1.03,0.97,1.03,1.06,1.06,1.05,1.05,1.05
0.99,0.99,1.06,1.03,1.10,0.99,1.08,1.02,1.12,1.05,1.07,1.04
1.13,1.05,1.08,1.07,1.06,1.07,1.08,1.05,1.04,1.05,1.06,1.03
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.02,1.03,1.02,1.03,1.00,0.98,1.01,1.01,1.03,1.01,1.02,1.02
1.00,1.05,1.05,1.04,1.08,1.06,1.05,0.99,1.07,1.04,1.03,1.04
1.04,1.04,1.06,1.05,1.02,1.03,1.02,1.03,1.04,1.04,1.05,1.06
1000000.00,0.99,0.97,1.00,0.94,0.91,1.03,1.05,1.03,0.98,1.04,1.09
1.08,1.03,1.09,1.15,1.09,1.02,1.06,1.12,1.09,1.07,1.06,1.06
0.97,0.98,1.02,1.07,1.07,1.06,1.08,1.11,1.08,1.06,1.09,1000000.00
1.04,0.98,1.05,1.05,1.06,0.96,1.13,1.04,0.99,1.14,1.05,1.03
0.95,1.03,1.08,1.09,1.09,1.01,1.08,1.06,1.06,1.06,1.02,1.03
1.03,1.04,1.05,1.07,1.04,1.01,1.08,1.04,1.07,1.07,1.06,1.06
1000000.00,1.04,1.06,1.07,1.04,1.03,1.04,1.05,1.02,1.01,1.03,1.04
1.04,1.04,1.02,1.02,1.00,0.97,1.02,0.98,0.96,0.99,1.01,1.01
1.02,1.02,0.99,0.97,0.98,0.98,0.97,0.98,0.97,0.99,1000000.00,1000000.00
1000000.00,1000000.00,1.26,1.18,1.18,1.12,1.20,1.13,1.05,1.05,1.04,1.04
1000000.00,1.02,1.08,1.07,1.08,0.93,0.99,1.01,1.01,1.04,1.03,1.04
0.97,1.10,1.08,1.09,1.05,0.92,1.05,1.04,1.04,1.01,1.01,0.96
0.98,1.08,1.09,1.08,1.11,1.06,1.07,1.08,1.09,1.05,1.07,1.07
0.96,1.07,1.02,1.06,1.01,0.95,1.00,1.06,1.00,0.98,1.01,1.02
1.02,1.02,1.04,1.03,1.02,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,1000000.00,1.09,1.03,1.08,1.04,1.04,1.05,1.05,1.04,1.04,1000000.00
1.08,1.05,1.06,1.06,1.08,1.02,1.05,1.10,1.05,1.03,1.04,1.03
0.99,1.03,1.02,1.05,1.04,1.02,1.04,1.02,1.04,1.03,1.04,1.06
1000000.00,1.08,1.05,1.06,1.05,0.97,1.01,1.01,0.99,1.03,0.98,1.01
1.07,1.02,1.09,1.10,0.98,0.99,1.06,1.08,1.07,1.06,1.03,1.03
1.03,1.07,1.06,1.08,1.05,1.05,1.05,1.06,1.15,1.20,1.05,0.80
1.10,1.09,1.09,1.09,1.02,0.99,1.15,1.06,1.04,1.05,1.03,1.02
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,1.01,1.08,1.11,1.06,0.95,1.05,1.03,1.02,1.01,1.03,1.04
1000000.00,1.04,1.06,1.07,1.03,0.92,1.01,1.01,0.97,0.99,1.03,1.03
1000000.00,0.86,1.07,1.07,1.07,0.95,1.07,1.13,1.05,1.03,1.02,1.03
0.99,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.00,1.04,1.06,1.05,1.03,0.98,1.03,1.03,1.02,1.02,1.02,1.01
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1.05,1.05,0.95,0.54,1.13,1.03,0.94
1.04,1.05,1.04,1.04,1.01,0.96,1.00,0.99,0.97,0.98,1.01,1.03
1.06,1.06,1.08,1.07,1.06,1.04,1.08,1.08,1.09,1.03,1.05,1.05
1.05,1.05,1.06,1.03,1.04,0.94,0.97,1.02,0.99,1.06,1.07,1.05
1.24,1.04,1.08,1.01,1.03,1.00,0.98,1.01,0.99,1.00,1.00,1.02
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1.04,1.02,1.08,0.98,1.07,0.98,0.97,1.00,1.01,1.02,1.01,1.01
0.95,1.06,1.10,1.12,1.08,1.03,1.03,0.98,0.98,1.03,1.03,1.03
1.00,1.00,1.04,1.05,1.04,1.03,1.05,1.05,1.03,1.03,1.02,1.01
1.21,1.02,1.03,1.04,1.02,1.01,1.02,1.01,1.03,1.03,1.02,1.02
1.01,1.05,1.05,1.03,0.99,0.95,1.06,1.03,1.00,1.01,1.02,1.04
1.04,1.04,1.04,1.04,1.02,0.98,1.03,1.02,1.01,1.02,1.02,1.01
1.08,1.03,1.05,1.06,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
0.99,1.08,1.07,1.08,1.08,1.04,1.07,1.07,1.07,1.07,1.07,1.04
1.07,1.05,1.05,1.08,1.06,1.05,1.06,1.08,1.05,1.07,1.07,1.07
1.11,1.04,1.05,1.05,1.02,0.99,1.08,1.01,1.07,1.03,1.01,1.03
1000000.00,1.18,0.94,1.11,1.14,1.13,1.09,1.10,1.06,1.03,1.06,1.04
1.00,0.99,1.04,1.02,1.02,1.04,1.04,1.05,1.05,1.04,1.06,1.05
0.98,1.03,0.99,0.95,1.02,1.01,1.04,1.02,1.01,0.97,1.02,1000000.00
1.02,1.08,1.13,1.05,1.03,0.96,1.00,1.00,1.01,1.02,1.01,1.01
1.08,1.05,1.05,1.07,1.04,1.03,1.04,0.98,1.04,1.02,1.02,1.01
1.09,1.07,1.07,1.05,1.01,0.95,1.09,1.09,1.02,1.04,1.03,1.04
1.35,1.05,1.11,1.11,1.15,1.06,1.09,1.15,1.11,1.10,1.10,1.06
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,0.99,1.02,1.06,1.08,0.96,0.97,1.08,1.00,1.01,1.02,1000000.00
1.06,1.03,1.11,1.08,1.09,1.07,1.05,1.10,1.04,1.03,1.05,1.05
0.94,1.06,1.07,1.08,1.02,0.85,1.04,1.05,1.00,1.00,0.93,0.90
1.18,1.11,1.10,1.03,1.03,0.95,1.02,1.05,1.07,1.04,1.05,1.03
1.01,1.04,1.03,1.03,1.00,0.96,1.02,1.02,1.01,1.02,1.03,1.02
1.02,1.04,1.03,1.02,1.00,0.97,1.03,1.02,1.02,1.01,1.02,1.02
1.00,0.98,1.04,1.07,1.07,1.04,1.08,1.05,1.04,1.05,1.03,1.01
1.02,1.04,1.07,1.10,1.09,1.08,1.09,1.08,1.08,1.08,1.08,1.08
1.12,1.06,1.08,1.05,1.06,1.03,1.02,1.01,1.02,1.02,1.02,1000000.00
1.06,1.04,1.10,1.09,1.05,0.97,0.99,1.04,1.06,1.01,0.96,0.94
1.05,1.07,1.07,1.07,1.06,1.05,1.06,1.06,1.05,1.05,1.06,1.07
1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00,1000000.00
1000000.00,0.90,0.95,0.98,0.91,1.21,1.02,1.08,1.15,0.96,0.99,1.12
1000000.00,1.06,1.03,1.03,1.04,1.04,1.03,0.85,1.02,1.04,1000000.00,1000000.00
1.00,1.04,1.08,1.08,1.08,1.09,1.10,1.06,1.08,1.05,1.05,1.03
1.07,0.97,0.97,0.96,0.82,1.06,1.11,1.12,1.11,1.04,1.04,1.01
